section,group,id,text
ssc_510020,0,ssc_510020_0010,……ん？
ssc_510020,0,ssc_510020_0020,<%me>か。
ssc_510020,0,ssc_510020_0030,なにをしているの？
ssc_510020,0,ssc_510020_0040,ここでなにかあるの？
ssc_510020,0,ssc_510020_0050,偵察だ。
ssc_510020,0,ssc_510020_0060,なにもない。<br>ただの偵察だ。
ssc_510020,0,ssc_510020_0070,……部隊の長が見回りに出ても、<br>なにもおかしなことはないだろう。
ssc_510020,0,ssc_510020_0080,カヌイは、いまだに反対しているが。
ssc_510020,0,ssc_510020_0090,以前より、エアリオからの補給が<br>受けやすくなったとはいえ……。
ssc_510020,0,ssc_510020_0100,多数の敵に対して、隊員の数は少ない。
ssc_510020,0,ssc_510020_0110,連日の戦いで、疲労も蓄積している。
ssc_510020,0,ssc_510020_0120,だったら、体力に余裕のある俺が、<br>ただ椅子に座っているわけにはいかない。
ssc_510020,0,ssc_510020_0130,それだけのことだ。
ssc_510020,0,ssc_510020_0140,部下思いなんだね。
ssc_510020,0,ssc_510020_0150,実は優しいんだね。
ssc_510020,0,ssc_510020_0160,隊長として、あたりまえのことだ。
ssc_510020,0,ssc_510020_0170,……そうではない。
ssc_510020,0,ssc_510020_0180,俺は、セントラルの……クロフォードの<br>反対を押し切って、ここに来た。
ssc_510020,0,ssc_510020_0190,キャンプにいる隊員は、<br>俺の意志に賛同してくれた者たちだ。
ssc_510020,0,ssc_510020_0200,頼んでもいないのに、次々と志願をしてな。
ssc_510020,0,ssc_510020_0210,なかには、<br>家族をエアリオに残してきた者も大勢いる。
ssc_510020,0,ssc_510020_0220,エアリオでの生活を捨てて、<br>俺のわがままにつき合ってくれている連中だ。
ssc_510020,0,ssc_510020_0230,そんなやつらを、<br>無駄死にさせるわけにはいかない。
ssc_510020,0,ssc_510020_0240,十分な休息をとらせ、<br>万全の態勢で戦いに臨ませる。
ssc_510020,0,ssc_510020_0250,俺が、やつらにしてやれるのは、<br>それくらいだ。
ssc_510020,0,ssc_510020_0260,グレンは無理してないの？
ssc_510020,0,ssc_510020_0270,グレンは休まなくて平気なの？
ssc_510020,0,ssc_510020_0280,自分のことは、自分が一番わかっている。
ssc_510020,0,ssc_510020_0290,適当に休んでいる。
ssc_510020,0,ssc_510020_0300,話は終わりでいいか？
ssc_510020,0,ssc_510020_0310,俺は、もう少し先を見て回る。
ssc_510020,0,ssc_510020_0320,お前の力なら、<br>このあたりの敵は問題ないはずだが……。
ssc_510020,0,ssc_510020_0330,油断しないことだ。
ssc_510020,0,ssc_510020_0340,ドールズはどこから現れるかわからない。
ssc_510020,0,ssc_510020_0350,戦死者名簿で、<br>お前の名など見たくないからな。
ssc_510020,1,ssc_510020_0010,...¿Mmm?
ssc_510020,1,ssc_510020_0020,"Ah, eres tú."
ssc_510020,1,ssc_510020_0030,¿Qué estás haciendo?
ssc_510020,1,ssc_510020_0040,¿Hay algo interesante aquí?
ssc_510020,1,ssc_510020_0050,Patrulla.
ssc_510020,1,ssc_510020_0060,No. Sólo salí a patrullar.
ssc_510020,1,ssc_510020_0070,No hay nada extraño en que un comandante tome su turno de guardia.
ssc_510020,1,ssc_510020_0080,Incluso si a Kanui no le gusta.
ssc_510020,1,ssc_510020_0090,Los suministros nos han llegado desde Aelio mucho más fácilmente...
ssc_510020,1,ssc_510020_0100,Pero todavía estamos escasos de personal contra todos estos enemigos.
ssc_510020,1,ssc_510020_0110,La fatiga puede empezar a acumularse.
ssc_510020,1,ssc_510020_0120,"Me imagino que si tengo la energía para ello, no tiene sentido para mí estar sentado en una silla todo el día."
ssc_510020,1,ssc_510020_0130,Eso es todo lo que hay que hacer.
ssc_510020,1,ssc_510020_0140,Eso es bastante considerado con aquellos bajo su mando.
ssc_510020,1,ssc_510020_0150,La verdad es que eres un buen tipo.
ssc_510020,1,ssc_510020_0160,Es justo lo que hace un comandante.
ssc_510020,1,ssc_510020_0170,No lo soy.
ssc_510020,1,ssc_510020_0180,"Bueno, Central no... Crawford no quería que viniera aquí. Pero vine de todos modos."
ssc_510020,1,ssc_510020_0190,Todas las personas en este campamento están aquí porque están de acuerdo con mi visión.
ssc_510020,1,ssc_510020_0200,Ni siquiera pregunté. Todos se ofrecieron como voluntarios.
ssc_510020,1,ssc_510020_0210,Muchos de ellos incluso dejaron atrás a sus familiares en Aelio.
ssc_510020,1,ssc_510020_0220,Tiraron todo lo que tenían para seguirme en esta loca misión.
ssc_510020,1,ssc_510020_0230,No tengo la intención de simplemente tirarlos.
ssc_510020,1,ssc_510020_0240,Necesitan descansar bien para dar todo lo que tienen en la lucha.
ssc_510020,1,ssc_510020_0250,Realmente es lo menos que puedo hacer por ellos.
ssc_510020,1,ssc_510020_0260,¿Pero no te quemarás?
ssc_510020,1,ssc_510020_0270,¿No necesitas descansar a veces?
ssc_510020,1,ssc_510020_0280,Me conozco mejor que nadie.
ssc_510020,1,ssc_510020_0290,Descanso cuando puedo.
ssc_510020,1,ssc_510020_0300,"Bueno, necesito volver a eso."
ssc_510020,1,ssc_510020_0310,Todavía me queda un poco de camino por patrullar.
ssc_510020,1,ssc_510020_0320,Dudo que tengas algún problema con los enemigos de por aquí...
ssc_510020,1,ssc_510020_0330,Pero no te descuides.
ssc_510020,1,ssc_510020_0340,Nunca se sabe cuándo podrían aparecer DOLLS.
ssc_510020,1,ssc_510020_0350,No estoy interesado en ver tu nombre en un monumento conmemorativo en el corto plazo.
