section,group,id,text
ssn_014710,0,name_7430,イングスタッド
ssn_014710,0,ssn_014710_0001,いやあ、ここはキャンプ地にもってこいです。<br>昔の構造物とかが残ってて、いろいろ使えそうで。
ssn_014710,0,ssn_014710_0002,厳しい寒さですが、<br>ここなら隊員たちも休めるかと。
ssn_014710,0,ssn_014710_0101,わたくし、先遣隊の後方支援員、<br>イングスタッドといいます。
ssn_014710,0,ssn_014710_0102,ちょっとあなたに、お願いしたいことがありまして。<br>相談にのってくれると嬉しいです。
ssn_014710,0,ssn_014710_0102_001,すでに、一部は復旧できているんです。<br>ただ、育成の元になる食材を調達するには、修理で手が回らなくて……。
ssn_014710,0,ssn_014710_0102_002,どうか手を貸していただけないでしょうか？<br>マッタ・クヴァルマギカイを採ってきてもらえると、嬉しいです。
ssn_014710,0,ssn_014710_0102_003,外での戦いが中心のアークスには、<br>あまり馴染みがないかもしれませんが。
ssn_014710,0,ssn_014710_0102_004,農業用、工業用のさまざまな生産設備が、<br>陰ながらわたくしたちの暮らしを支えているのです。
ssn_014710,0,ssn_014710_0102_005,見たところ、セントラルのものと構造は一緒のようです。<br>少し壊れていましたが、簡単な修理で稼働させられそうでして。
ssn_014710,0,ssn_014710_0102_006,このクヴァリスは過酷な地……。<br>まずは食糧確保ができれば、この上ない隊員のサポートになるかと。
ssn_014710,0,ssn_014710_0102_007,すでに、一部は復旧できているんです。<br>ただ、育成の元になる食材を調達するには、修理で手が回らなくて……。
ssn_014710,0,ssn_014710_0102_008,どうか手を貸していただけないでしょうか？<br>マッタ・クヴァルマギカイを採ってきてもらえると、嬉しいです。
ssn_014710,0,ssn_014710_0201,そうですか、お忙しそうですもんね。<br>また、時間のあるときに頼らせてください。
ssn_014710,0,ssn_014710_0301,お帰りなさい。<br>マッタ・クヴァルマギカイ、採れましたか？
ssn_014710,0,ssn_014710_0401,マッタ・クヴァルマギカイを10個渡す
ssn_014710,0,ssn_014710_0402,やめる
ssn_014710,0,ssn_014710_0501_001,うん、これだけあれば十分です。<br>大きくて立派ですし、文句なしです。
ssn_014710,0,ssn_014710_0501_002,いやあ、嬉しいなあ。<br>ありがとうございました。
ssn_014710,0,ssn_014710_0501_003,大事に育てますね。<br>きっとみんなの役に立ててみせます。
ssn_014710,0,ssn_014710_0502,うーん、これだとちょっと足りないですね……。<br>すみません、もう少しお願いします。
ssn_014710,0,ssn_014710_0503,……そうですか。<br>よければ、またお願いしますね。
ssn_014710,0,ssn_014710_1001,この前は、<br>ありがとうございました。
ssn_014710,0,ssn_014710_1002,ついでにもう一種類、<br>食材の調達をお願いしたいのですが。できますでしょうか？
ssn_014710,0,ssn_014710_1002_001,今度採ってきてほしいのは、<br>ガッツ・クヴァルザリーニです。
ssn_014710,0,ssn_014710_1002_002,この寒さの厳しい地で、<br>マッタ・クヴァルマギカイとともに、貴重なタンパク源ですね。
ssn_014710,0,ssn_014710_1002_003,確か採れるのは、<br>南クヴァリス……だったかな。
ssn_014710,0,ssn_014710_1002_004,大変かと思いますが、よろしくお願いします。<br>ただ、無理はなさらずに。
ssn_014710,0,ssn_014710_1101,そうですか、お忙しそうですもんね。<br>また、時間のあるときに頼らせてください。
ssn_014710,0,ssn_014710_1201,お帰りなさい。<br>ガッツ・クヴァルザリーニ、採れましたか？
ssn_014710,0,ssn_014710_1301,ガッツ・クヴァルザリーニを10個渡す
ssn_014710,0,ssn_014710_1302,やめる
ssn_014710,0,ssn_014710_1401_001,うん、これだけあれば、<br>バッチリです。
ssn_014710,0,ssn_014710_1401_002,……おっと、跳ねますね。<br>活きもいい！
ssn_014710,0,ssn_014710_1401_003,全く問題ないです。<br>いやあ、本当にありがとうございます。
ssn_014710,0,ssn_014710_1401_004,少しでも早く、<br>みんなに提供できるように頑張りますね。
ssn_014710,0,ssn_014710_1402,うーん、これだとちょっと足りないですね……。<br>すみません、もう少しお願いします。
ssn_014710,0,ssn_014710_1403,……そうですか。<br>よければ、またお願いしますね。
ssn_014710,0,ssn_014710_1501,食材の調達、<br>ありがとうございました。
ssn_014710,0,ssn_014710_1502,少しでも早く、<br>みんなに提供できるように頑張りますね。
ssn_014710,0,ssn_014710_2001,採ってきてくれた食材、順調に育ってますよ。<br>繁殖も上手くいってます。
ssn_014710,0,ssn_014710_2002,それでですね、もしよければ、また調達をお願いしたいんです。<br>よろしいでしょうか？
ssn_014710,0,ssn_014710_2002_001,あれから地下プラントの修理もだいぶ進んでまして、<br>扱う食材をもっと増やせそうなんです。
ssn_014710,0,ssn_014710_2002_002,この調子なら、セントラルに引けを取らない施設になるかと。<br>……というのは、まだ言い過ぎですが。でもまあ、順調です。
ssn_014710,0,ssn_014710_2002_003,それでですね、次は野菜を増やしたいんです。<br>ガッツ・クヴァルオニョンの調達を頼みます。
ssn_014710,0,ssn_014710_2002_004,ガッツ・クヴァルオニョンは、中央クヴァリスに自生しています。<br>それでは、待っています。
ssn_014710,0,ssn_014710_2101,そうですか、お忙しそうですもんね。<br>また、時間のあるときに頼らせてください。
ssn_014710,0,ssn_014710_2201,お帰りなさい。<br>ガッツ・クヴァルオニョン、採れましたか？
