section,group,id,text
ssc_502010,0,ssc_502010_0010,……ふう。
ssc_502010,0,ssc_502010_0020,お疲れさま。
ssc_502010,0,ssc_502010_0030,なにか悩みごと？
ssc_502010,0,ssc_502010_0040,……きゃっ!?
ssc_502010,0,ssc_502010_0050,……ふぇ!?
ssc_502010,0,ssc_502010_0060,お、驚いたわ。<br>あなたも、来ていたのね……。
ssc_502010,0,ssc_502010_0070,気配に気づかないほど、ぼんやりしていたのかしら。<br>我ながら油断していたわね。
ssc_502010,0,ssc_502010_0080,……ひとりになりたいときは、<br>よくここに来ているのよ。
ssc_502010,0,ssc_502010_0090,水の音を聞いていると、<br>ざわついた心が静まっていくのを感じるわ。
ssc_502010,0,ssc_502010_0100,マノンも気分転換するんだね。
ssc_502010,0,ssc_502010_0110,なにかあったの？
ssc_502010,0,ssc_502010_0120,それは、私も気分を変えたいときくらいあるわよ。
ssc_502010,0,ssc_502010_0130,別になにも。<br>……というわけでもないわね。
ssc_502010,0,ssc_502010_0140,いろいろと、反省することも多いから。
ssc_502010,0,ssc_502010_0150,あのときは、ああすればよかった。<br>こうすればよかったって。
ssc_502010,0,ssc_502010_0160,自分の行動を、<br>ずっと後悔している……。
ssc_502010,0,ssc_502010_0170,………。
ssc_502010,0,ssc_502010_0180,アイナは、わたしのことをすごいって、<br>思っているみたいだけれど。
ssc_502010,0,ssc_502010_0190,知識があっても、<br>実践を伴わなければ、なんの意味もないわ。
ssc_502010,0,ssc_502010_0200,本当にすごいのは、<br>彼女のほうよ。
ssc_502010,0,ssc_502010_0210,……あんなことがあったのに、<br>いつも前を向いて、進もうとしている。
ssc_502010,0,ssc_502010_0220,自分の殻に閉じこもってしまうでもなく、<br>ましてや、怒りで我を忘れるでもなくね。
ssc_502010,0,ssc_502010_0230,そんな彼女が、私を目標にしているのなら、<br>私もその期待を裏切ることはできない。
ssc_502010,0,ssc_502010_0240,だから、せめて彼女の前でだけは、<br>強い自分を演じ続けたいと思っているの。
ssc_502010,0,ssc_502010_0250,あら？<br>なんであなたに、こんな話しているのかしら……。
ssc_502010,0,ssc_502010_0260,フフフ、あなたは不思議な人よね。
ssc_502010,0,ssc_502010_0270,ぼーっとしているように見えるときも多いけれど、<br>最後にはなんでも受け入れてくれるような気がする。
ssc_502010,0,ssc_502010_0280,そんなあなただから、<br>アイナも信頼しているのかもしれないわ。
ssc_502010,0,ssc_502010_0290,……今の話は、<br>アイナには内緒にしておいてもらえるかしら。
ssc_502010,0,ssc_502010_0300,いつか、正直に話せる日が来るかもしれないけれど、<br>……今ではないから。
ssc_502010,0,ssc_502010_0310,約束……。
ssc_502010,1,ssc_502010_0010,*Sigh*...
ssc_502010,1,ssc_502010_0020,Hi there.
ssc_502010,1,ssc_502010_0030,Is something on your mind?
ssc_502010,1,ssc_502010_0040,Gah!?
ssc_502010,1,ssc_502010_0050,Geh!?
ssc_502010,1,ssc_502010_0060,Y-you scared me. I didn't know you were here.
ssc_502010,1,ssc_502010_0070,I must've been so lost in thought I didn't detect your presence. I need to be more careful.
ssc_502010,1,ssc_502010_0080,I often come here when I need to be alone.
ssc_502010,1,ssc_502010_0090,The sound of the water helps me relax when things get to be too much.
ssc_502010,1,ssc_502010_0100,"Wow, even you need to unwind sometimes."
ssc_502010,1,ssc_502010_0110,Is something wrong?
ssc_502010,1,ssc_502010_0120,Of course. Everyone needs an occasional rest.
ssc_502010,1,ssc_502010_0130,"Well, if I said ""no""... I wouldn't quite be telling the truth."
ssc_502010,1,ssc_502010_0140,I just wish I had done some things differently.
ssc_502010,1,ssc_502010_0150,I look back on certain things and wish I had done this or said that...
ssc_502010,1,ssc_502010_0160,I've done things that I wish I could take back...
ssc_502010,1,ssc_502010_0170,...
ssc_502010,1,ssc_502010_0180,"I know Aina thinks I'm such an amazing person, but..."
ssc_502010,1,ssc_502010_0190,All of my book learning is totally meaningless if I don't actually apply it.
ssc_502010,1,ssc_502010_0200,It's actually Aina who's the amazing one.
ssc_502010,1,ssc_502010_0210,"She's gone through so much, but nothing ever seems to keep her down."
ssc_502010,1,ssc_502010_0220,"A lot of people would simply shut down or let themselves be overcome by rage, but not her."
ssc_502010,1,ssc_502010_0230,I know she looks up to me so much as a role model. That's why I absolutely can't let her down.
ssc_502010,1,ssc_502010_0240,"So I have to do my best to keep putting on a brave face, even if it's just in front of her."
ssc_502010,1,ssc_502010_0250,Heh. What am I doing? Why am I telling you all of this?
ssc_502010,1,ssc_502010_0260,Heh heh. I can't figure you out...
ssc_502010,1,ssc_502010_0270,"You always act like you're not even paying attention, but the truth is you're actually taking everything in."
ssc_502010,1,ssc_502010_0280,I guess maybe that's why Aina feels so safe around you.
ssc_502010,1,ssc_502010_0290,Do me a favor? Please don't tell Aina about any of this.
ssc_502010,1,ssc_502010_0300,"Maybe some day I'll be able to tell her myself, but... that time isn't now."
ssc_502010,1,ssc_502010_0310,Promise me... okay?
